"titfuckin","titfuckin"
"titjob","titjob"
"titlicker","titlicker"
"titlover","titlover"
"tits","tits"
"tittie","tittie"
"titties","titties"
"titty","titty"
"tnt","tnt"
"toilet","toilet"
"tongethruster","tongethruster"
"tongue","tongue"
"tonguethrust","tonguethrust"
"tonguetramp","tonguetramp"
"tortur","tortur"
"torture","torture"
"tosser","tosser"
"towelhead","towelhead"
"trailertrash","trailertrash"
"tramp","tramp"
"trannie","trannie"
"tranny","tranny"
"transexual","transexual"
"transsexual","transsexual"
"transvestite","transvestite"
"triplex","triplex"
"trisexual","trisexual"
"trojan","trojan"
"trots","trots"
"tuckahoe","tuckahoe"
"tunneloflove","tunneloflove"
"turd","turd"
"turnon","turnon"
"twat","twat"
"twink","twink"
"twinkie","twinkie"
"twobitwhore","twobitwhore"
"uck","uck"
"uk","uk"
"unfuckable","unfuckable"
"upskirt","upskirt"
"uptheass","uptheass"
"upthebutt","upthebutt"
"urinary","urinary"
"urinate","urinate"
"urine","urine"
"usama","usama"
"uterus","uterus"
"vagina","vagina"
"vaginal","vaginal"
"vatican","vatican"
"vibr","vibr"
"vibrater","vibrater"
"vibrator","vibrator"
"vietcong","vietcong"
"violence","violence"
"virgin","virgin"
"virginbreaker","virginbreaker"
"vomit","vomit"
"vulva","vulva"
"wab","wab"
"wank","wank"
"wanker","wanker"
"wanking","wanking"
"waysted","waysted"
"weapon","weapon"
"weenie","weenie"
"weewee","weewee"
"welcher","welcher"
"welfare","welfare"
"wetb","wetb"
"wetback","wetback"
"wetspot","wetspot"
"whacker","whacker"
"whash","whash"
"whigger","whigger"
"whiskey","whiskey"
"whiskeydick","whiskeydick"
"whiskydick","whiskydick"
"whit","whit"
"whitenigger","whitenigger"
"whites","whites"
"whitetrash","whitetrash"
"whitey","whitey"
"whiz","whiz"
"whop","whop"
"whore","whore"
"whorefucker","whorefucker"
"whorehouse","whorehouse"
"wigger","wigger"
"willie","willie"
"williewanker","williewanker"
"willy","willy"
"wn","wn"
"wog","wog"
"women's","women's"
"wop","wop"
"wtf","wtf"
"wuss","wuss"
"wuzzie","wuzzie"
"xtc","xtc"
"xxx","xxx"
"yankee","yankee"
"yellowman","yellowman"
"zigabo","zigabo"
"zipperhead","zipperhead"
